,Label,Text
3541,ham,"I'll get there at 3, unless you guys want me to come some time sooner"
758,ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
310,ham,Where are the garage keys? They aren't on the bookshelf
5325,ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
502,ham,When can ü come out?
2731,ham,I havent lei.. Next mon can?
1694,ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
474,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
2266,ham,I cant pick the phone right now. Pls send a message
1608,ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
4248,spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
2047,ham,"Aight fuck it, I'll get it later"
4728,spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
283,ham,Ok. I asked for money how far
1767,spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
742,ham,Do well :)all will for little time. Thing of good times ahead:
3423,spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
2127,ham,You do got a shitload of diamonds though
1489,ham,Tell them no need to investigate about me anywhere.
4094,ham,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"
3055,ham,What happened to our yo date?
3443,spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
1098,ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
3102,ham,Pathaya enketa maraikara pa'
4307,ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
5004,spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
3267,ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
568,ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
576,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
941,ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
1019,ham,Nope watching tv at home... Not going out. V bored...
1106,ham,on hen night. Going with a swing
5073,spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
2572,ham, and dont worry well have finished by march  ish!
2774,spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
3585,spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
1211,ham,Guessin you ain't gonna be here before 9?
2810,ham,Oh yeah I forgot. U can only take 2 out shopping at once.
4224,ham,Stupid auto correct on my phone
5157,ham,K k:) sms chat with me.
830,ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
5435,ham,I'm wif him now buying tix lar...
4652,spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
2008,ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
3498,ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
3497,ham,Happy birthday... May u find ur prince charming soon n dun work too hard...
2426,ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
4960,ham,"What i mean was i left too early to check, cos i'm working a 9-6."
5369,ham,Hi mom we might be back later than  &lt;#&gt; 
3196,ham,Great. P diddy is my neighbor and comes for toothpaste every morning
5331,ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
2644,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
5096,ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
967,ham,I am not sure about night menu. . . I know only about noon menu
617,ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
4578,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
3947,ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
1785,ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
358,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
2225,ham,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor..."
1409,ham,"I've got ten bucks, jay is being noncomittal"
4245,ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
1853,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
4428,ham,So what did the bank say about the money?
4200,spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP"
1263,spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
3759,ham,Lol no ouch but wish i'd stayed out a bit longer
3976,ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
3059,spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
1596,ham,Pls confirm the time to collect the cheque.
4851,ham,Maybe you should find something else to do instead???
1490,ham,Ok i juz receive..
685,ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
5396,ham,As in i want custom officer discount oh.
361,ham,Ha ha cool cool chikku chikku:-):-DB-)
33,ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa
4237,spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
2115,spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
1218,ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
254,ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
5473,ham,Ok lor ü reaching then message me.
307,ham,Jos ask if u wana meet up?
1669,ham,"Yes..but they said its IT.,"
1023,ham,We still on for tonight?
3328,ham, what number do u live at? Is it 11?
4106,ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...
313,ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
4601,ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
5222,ham,5 nights...We nt staying at port step liao...Too ex
5180,ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
3174,spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
1772,ham,Watching tv now. I got new job :)
2942,ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
328,ham,"I'd say that's a good sign but, well, you know my track record at reading women"
1381,ham,i dnt wnt to tlk wid u
3107,ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
4456,ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
4474,ham,S but not able to sleep.
5461,ham,Ok i thk i got it. Then u wan me 2 come now or wat?
3375,ham,Also andros ice etc etc
4613,ham,Sorry da. I gone mad so many pending works what to do.
5562,ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
3188,ham,Howz that persons story
4776,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
5127,ham,Cuz ibored. And don wanna study
219,ham,I have to take exam with march 3
5440,ham,Thank you. do you generally date the brothas?
3365,ham,"Yo my trip got postponed, you still stocked up?"
648,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
4976,ham,Yar... I tot u knew dis would happen long ago already.
5339,ham,You'd like that wouldn't you? Jerk!
2521,ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
5524,spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
2171,ham,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
4095,ham,how are you? I miss you!
1006,ham,Give me a sec to think think about it
4471,ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
2853,ham,how tall are you princess?
1936,ham,Did either of you have any idea's? Do you know of anyplaces doing something?
3538,ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
320,ham,"Coffee cake, i guess..."
2529,ham,jay says he'll put in  &lt;#&gt;
367,spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
4857,ham,yes baby! I need to stretch open your pussy!
4694,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
1199,ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
5002,ham,"Nope. Since ayo travelled, he has forgotten his guy"
2394,ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
2618,ham,I cant pick the phone right now. Pls send a message
5271,ham,So u wan 2 come for our dinner tonight a not?
2256,ham,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams"
3840,ham,"Erm  ill pick you up at about 6.45pm. That'll give enough time to get there, park and that."
3801,spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
3978,spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
1432,ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone"""
4798,spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
1479,ham,I think its far more than that but find out. Check google maps for a place from your dorm.
5027,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
4136,ham,No need to say anything to me. I know i am an outsider
3233,ham,Guess he wants alone time. We could just show up and watch when they do..
2449,ham,Do u knw dis no. &lt;#&gt; ?
2677,ham,* Am on a train back from northampton so i'm afraid not!
214,ham,Yup... How ü noe leh...
1021,ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
3354,ham,I emailed yifeng my part oredi.. Can ü get it fr him..
2682,ham,I'm on da bus going home...
2297,spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
5217,ham,Well thats nice. Too bad i cant eat it
1969,ham,2 laptop... I noe infra but too slow lar... I wan fast one
1216,ham,"that would be good  I'll phone you tomo lunchtime, shall I, to organise something?"
5196,spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
5182,ham,I sent them. Do you like?
5416,ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
4594,ham,It's ok i wun b angry. Msg u aft i come home tonight.
1123,ham,Ok.ok ok..then..whats ur todays plan
3479,ham,I can ask around but there's not a lot in terms of mids up here
741,ham,Yes i will be there. Glad you made it.
1899,ham,Wat would u like 4 ur birthday?
5069,ham,Talk to g and x about that
1474,ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
749,ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
708,ham,Quite late lar... Ard 12 anyway i wun b drivin...
4647,spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
4837,ham,Yay can't wait to party together!
303,ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
974,ham,what is your account number?
2006,ham,Can't take any major roles in community outreach. You rock mel
1163,spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
2381,ham,"If i let you do this, i want you in the house by 8am."
2690,ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
1591,ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
3665,ham,Huh? 6 also cannot? Then only how many mistakes?
1526,ham,Pls pls find out from aunt nike.
4066,ham,Dont kick coco when he's down
4239,ham,Lol wtf random. Btw is that your lunch break
995,ham,"I can't, I don't have her number!"
339,ham,"Sorry, I'll call later"
1319,ham,Ok...
880,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
2015,ham,Ambrith..madurai..met u in arun dha marrge..remembr?
5079,spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
772,ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
1571,ham,No:-)i got rumour that you going to buy apartment in chennai:-)
4939,ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
1909,ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
1834,ham,When should I come over?
3449,ham,Its  &lt;#&gt; k here oh. Should i send home for sale.
5161,ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
1931,ham,Carry on not disturbing both of you
5245,ham,Thank you princess! I want to see your nice juicy booty...
376,ham,Can you say what happen
2652,ham,"Text me when you get off, don't call, my phones having problems"
5140,ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
2316,ham,That's significant but dont worry.
920,ham,Dont talk to him ever ok its my word.
1903,ham,My sister got placed in birla soft da:-)
1250,ham,"I call you later, don't have network. If urgnt, sms me."
1104,ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
947,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
843,ham,Our Prashanthettan's mother passed away last night. pray for her and family.
3229,spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
7,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
4959,ham,Why didn't u call on your lunch?
1900,ham,I love working from home :)
2980,spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
1158,ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
4653,ham,Where r e meeting tmr?
1759,ham,Sorry i'm not free...
4621,ham,THIS IS A LONG FUCKIN SHOWR
1700,ham,Ok...
1111,ham,Ok ill tell the company
2781,ham,Long after I quit. I get on only like 5 minutes a day as it is.
5467,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
682,ham,Ü log off 4 wat. It's sdryb8i
5292,spam,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
729,ham,Exactly. Anyways how far. Is jide her to study or just visiting
4449,ham,I sent them. Do you like?
444,ham,"Sorry, I'll call later"
126,ham,"Good stuff, will do."
2661,ham,Want to finally have lunch today?
5235,ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
2816,ham,Some are lasting as much as 2 hours. You might get lucky.
4493,ham,Probably a couple hours tops
866,spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
3711,ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
2226,ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
222,ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
2887,ham,No probs hon! How u doinat the mo?
4319,ham,S...i will take mokka players only:)
1503,ham,Don no da:)whats you plan?
305,spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
973,ham,Yup i thk so until e shop closes lor.
1873,ham,Oh ok i didnt know what you meant. Yep i am baby jontin
4527,spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )"
3661,ham,I will reach ur home in  &lt;#&gt;  minutes
2397,ham,Well you told others you'd marry them...
4686,ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
3990,ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
3323,ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
899,ham,"Thursday night? Yeah, sure thing, we'll work it out then"
437,ham,"Ask g or iouri, I've told the story like ten times already"
634,ham,Got it. Seventeen pounds for seven hundred ml  hope ok.
1641,ham,"Alright, we're all set here, text the man"
786,ham,"She was supposed to be but couldn't make it, she's still in town though"
1103,ham,Black shirt n blue jeans... I thk i c ü...
3058,ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
2211,ham,Just wanted to say holy shit you guys weren't kidding about this bud
5012,spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
1280,ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
4738,ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
180,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
4499,spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
845,ham,K.k:)when are you going?
2430,spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
2045,ham,I can send you a pic if you like :)
4170,ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
1209,ham,Also maaaan are you missing out
3177,ham,Havent still waitin as usual... Ü come back sch oredi?
4161,ham,i felt so...not any conveying reason.. Ese he... What about me?
586,ham,Tell them u have a headache and just want to use 1 hour of sick time.
5546,ham,Ic. There are a lotta childporn cars then.
1054,ham,Jay's getting really impatient and belligerent
4702,ham,I liked the new mobile
2666,ham,R u meeting da ge at nite tmr?
1425,ham,Yes.. now only saw your message..
1551,ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
763,spam,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
216,ham,Finally the match heading towards draw as your prediction.
5043,spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
3090,ham,What Today-sunday..sunday is holiday..so no work..
4373,spam,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
4888,spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
5418,ham,So how are you really. What are you up to. How's the masters. And so on.
5544,ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
2901,ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
3643,ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
528,ham,Yes! How is a pretty lady like you single?
5531,ham,Compliments to you. Was away from the system. How your side.
2088,ham,"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x."
613,ham,I have many dependents
4309,ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
3418,ham,But i haf enuff space got like 4 mb...
2641,ham,Pandy joined 4w technologies today.he got job..
5100,ham,"Aight, call me once you're close"
4922,ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
1749,ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
2241,ham,K I'll call you when I'm close
3590,ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
2594,ham,Tmr timin still da same wat cos i got lesson until 6...
4054,ham,I was slept that time.you there?
3381,ham,Just finished. Missing you plenty
5053,ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
2220,spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
1296,ham,TELL HER I SAID EAT SHIT.
1031,ham,Can not use foreign stamps in this country. Good lecture .
1473,ham,"Just sent you an email  to an address with incomm in it, is that right?"
1543,ham,Now press conference da:)
3598,spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
1073,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
3708,ham,Aight do you still want to get money
4400,ham,Yes just finished watching days of our lives. I love it.
2366,ham,Ok try to do week end course in coimbatore.
4689,ham,Hmmm.but you should give it on one day..
3721,ham,"Yeah why not, is the gang all ready"
2602,ham,Okie
5067,ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
1997,ham,Lol boo I was hoping for a laugh
200,ham,"Found it, ENC  &lt;#&gt; , where you at?"
3529,spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
4184,ham,"Sorry, I'll call later in meeting"
745,ham,Men like shorter ladies. Gaze up into his eyes.
1320,ham,Correct. So how was work today
2183,ham,PS U no ur a grown up now right?
1897,ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
258,ham,Where are you lover ? I need you ...
4320,ham,Are you still playing with gautham?
3810,ham,At the funeral home with Audrey and dad
1768,ham,"K, want us to come by now?"
2417,ham,"Could you not read me, my Love ? I answered you"
748,spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
2064,spam,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
2687,ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
3262,ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
1440,ham,In fact when do you leave? I think addie goes back to school tues or wed
924,ham,She went to attend another two rounds today..but still did't reach home..
1911,ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
4972,ham,Hey come online! Use msn... We are all there
506,ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
1401,ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
1683,ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
3805,ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
2353,ham,Thats cool. How was your day?
5107,ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
691,ham,Was the farm open?
678,ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
3286,ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
3980,ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
3845,ham,"Yeah that's what I thought, lemme know if anything's goin on later"
1392,ham,"Haha just kidding, papa needs drugs"
252,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
1337,ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
3858,ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
3860,spam,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
4519,ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
3687,ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
5318,ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
